balance,address,isContract,pendingReward,totalThalesLP,totalWETHLP,totalThales
1.287e-15,0x16beca2e3ae6c7b751828df3e9f4995d61e5fdcb,,,2.452237869223366e-15,4.672230186965601e-19,2.452237869223366e-15
1.284e-15,0xd8e88db8b3e6dd20e1d2f5af1a4a8e1b5b16133d,,,2.446521697034034e-15,4.661339207508805e-19,2.446521697034034e-15
1.275e-15,0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,,,2.4293731804660382e-15,4.628666269138416e-19,2.4293731804660382e-15
1.261e-15,0x463c2d71d08090fc7dfdddb3704a8b5521c727ea,,,2.4026977102491564e-15,4.577841698340033e-19,2.4026977102491564e-15
1.259e-15,0xd18001f022154654149ed45888c9c29def6d3ce6,,,2.3988869287896018e-15,4.570581045368836e-19,2.3988869287896018e-15
1.249e-15,0xf824d66b06e95b5a232d6d9ef19846064f97150e,,,2.3798330214918288e-15,4.534277780512849e-19,2.3798330214918288e-15
1.241e-15,0x96a6505172a24e54a56147cf884bd4c2f315f741,,,2.3645898956536108e-15,4.505235168628059e-19,2.3645898956536108e-15
1.24e-15,0x64916cd4b15045fd156bc2a6460cd3207638e289,,,2.3626845049238335e-15,4.50160484214246e-19,2.3626845049238335e-15
1.24e-15,0xed9ca75f828747fe3da57f05b89665df6b1b54fe,,,2.3626845049238335e-15,4.50160484214246e-19,2.3626845049238335e-15
1.227e-15,0x8c42138c925d1049ec6b29f1ecf817b1628e54ba,,,2.3379144254367285e-15,4.454410597829676e-19,2.3379144254367285e-15
1.226e-15,0x7173ce51d1b494320229e06bbdbe0da258b9b547,,,2.3360090347069512e-15,4.450780271344077e-19,2.3360090347069512e-15
1.214e-15,0x32dbc2201d6804b743e353fbbcc767598ba56901,,,2.313144345949624e-15,4.407216353516892e-19,2.313144345949624e-15
1.203e-15,0xf42a339f93c1fa4c5d9ace33db308a504e7b0bde,,,2.2921850479220737e-15,4.367282762175306e-19,2.2921850479220737e-15
1.189e-15,0x5614137ea33147428f5df217a16e9e3e5c6bec32,,,2.265509577705192e-15,4.3164581913769233e-19,2.265509577705192e-15
1.181e-15,0xbfb910652f850f85e3f85aa0c12ae8f4037095b0,,,2.2502664518669735e-15,4.287415579492133e-19,2.2502664518669735e-15
1.171e-15,0x4129d2e32a342b598640f2d0f8e75814cef74a39,,,2.231212544569201e-15,4.251112314636146e-19,2.231212544569201e-15
1.165e-15,0x2207c2fdb9bcf6dfc831e316d1c891912df80e35,,,2.219780200190537e-15,4.229330355722553e-19,2.219780200190537e-15
1.158e-15,0xa728ada3eb99f9fe120c2014d2095784bd7f6cd4,,,2.2064424650820963e-15,4.203918070323362e-19,2.2064424650820963e-15
1.157e-15,0xcafbae907f447696181399a589740aa771345ffa,,,2.2045370743523186e-15,4.200287743837763e-19,2.2045370743523186e-15
1.147e-15,0xbcbe92712d4b4d99b7cdeed533141fd323820375,,,2.1854831670545456e-15,4.1639844789817747e-19,2.1854831670545456e-15
1.117e-15,0x39bbb8c321fdf88804c4f82487cb91115f1ec780,,,2.1283214451612274e-15,4.0550746844138128e-19,2.1283214451612274e-15
1.11e-15,0xa8d092b8b1a07ef7b8b409ced7cfb13c0e46e439,,,2.1149837100527867e-15,4.0296623990146217e-19,2.1149837100527867e-15
1.096e-15,0x4bed23c363f51c4ff842eb0c1cded2010e4491a5,,,2.0883082398359044e-15,3.9788378282162387e-19,2.0883082398359044e-15
1.094e-15,0x90069c262b30e44d04db1e394cd1b573f397e441,,,2.08449745837635e-15,3.9715771752450413e-19,2.08449745837635e-15
1.086e-15,0x8f4973646c18059fda3672d7b7dd505e911b40d8,,,2.069254332538132e-15,3.9425345633602516e-19,2.069254332538132e-15
1.084e-15,0x9d89d94b429340feb333958216ef6c5c4c1c93c7,,,2.0654435510785772e-15,3.9352739103890536e-19,2.0654435510785772e-15
1.081e-15,0x95f0f96a993c6444e5ede567692f938056c9ad6d,,,2.059727378889245e-15,3.9243829309322575e-19,2.059727378889245e-15
1.062e-15,0x83560d47550bb1d52e4da82560971fe03e52526a,,,2.0235249550234766e-15,3.8554067277058804e-19,2.0235249550234766e-15
1.057e-15,0x841b152e501cdcb4f0452e5d69e8efad407759f3,,,2.01399800137459e-15,3.8372550952778873e-19,2.01399800137459e-15
1.056e-15,0x8cd9f9c08c6a3f891bc570f1d6a3dc91c1f62bb0,,,2.0120926106448128e-15,3.833624768792288e-19,2.0120926106448128e-15
1.045e-15,0x57e954efe71d0edcc812a3db836587ed7811a54c,,,1.991133312617263e-15,3.793691177450702e-19,1.991133312617263e-15
1.043e-15,0x243a4f33b4a9b3a45aded0c291cd64716ca80a8e,,,1.9873225311577083e-15,3.7864305244795043e-19,1.9873225311577083e-15
1.032e-15,0x7b36c434223b00ac272cf1f40f1acbb15683d392,,,1.966363233130158e-15,3.746496933137918e-19,1.966363233130158e-15
1.024e-15,0x73ddb14abf93ec0fa0e9d55df0f14ed4a7228dbf,,,1.95112010729194e-15,3.717454321253128e-19,1.95112010729194e-15
1.015e-15,0xd46f07a728228dd2c61e929499ce8abaf85e86c0,,,1.9339715907239442e-15,3.684781382882739e-19,1.9339715907239442e-15
1.001e-15,0x1b89a08d82079337740e1cef68c571069725306e,,,1.9072961205070624e-15,3.6339568120843568e-19,1.9072961205070624e-15
9.98e-16,0xa37ec72f16b09664b633213defdc0fc077c225ed,,,1.9015799483177305e-15,3.6230658326275606e-19,1.9015799483177305e-15
9.84e-16,0x24b8af8c459306cd220ee6dcf5aa0198ed8776f0,,,1.8749044781008483e-15,3.5722412618291776e-19,1.8749044781008483e-15
9.81e-16,0xf9107317b0ff77ed5b7adea15e50514a3564002b,,,1.8691883059115164e-15,3.5613502823723814e-19,1.8691883059115164e-15
9.62e-16,0x61d84d65d0cd1b0d22eea94a80f15554e3304e49,,,1.832985882045748e-15,3.4923740791460053e-19,1.832985882045748e-15
9.44e-16,0x9549748671a58a962b523ced4c88144bf656f742,,,1.798688848909757e-15,3.4270282024052275e-19,1.798688848909757e-15
9.16e-16,0x4cae5bed586f6e73ae54ebd40a4ac4ed2c477c34,,,1.7453379084759932e-15,3.3253790608084624e-19,1.7453379084759932e-15
9.09e-16,0x2ecb2571202cc33a3e9a5a810d6e0a035bb6eab1,,,1.732000173367552e-15,3.299966775409271e-19,1.732000173367552e-15
9.06e-16,0xc34359fab3d2df508e4f994af5a6418c2dbb132d,,,1.72628400117822e-15,3.2890757959524743e-19,1.72628400117822e-15
8.96e-16,0x50b45f7642dd729c12a25b32271f932ba522b4a6,,,1.7072300938804473e-15,3.252772531096487e-19,1.7072300938804473e-15
8.89e-16,0x63b461a9577cdaea028f25d059868d9abe6eddbf,,,1.6938923587720064e-15,3.227360245697296e-19,1.6938923587720064e-15
